word,score,examples
امس,24,"حمس خمس دمس رمس شمس طمس غمس لمس نمس همس"
انف,24,"حنف خنف دنف شنف صنف طنف عنف كنف اثف اخف"
بحر,24,"دحر زحر سحر صحر نحر وحر بار بتر بثر بخر"
بدا,24,"حدا ردا شدا صدا عدا غدا كدا ندا هدا ودا"
بدل,24,"جدل خدل سدل عدل ندل هدل بال بتل بجل بخل"
بطل,24,"اطل خطل رطل عطل مطل نطل هطل بال بتل بجل"
بهي,24,"دهي زهي شهي ضهي لهي مهي نهي وهي بدي بري"
تاب,24,"ثاب جاب حاب خاب داب ذاب راب شاب صاب طاب"
تبر,24,"ابر ثبر جبر حبر خبر دبر ذبر زبر سبر شبر"
تفف,24,"افف جفف حفف خفف دفف ذفف رفف زفف سفف شفف"
تلى,24,"الى بلى جلى حلى خلى دلى سلى صلى طلى على"
ثاب,24,"تاب جاب حاب خاب داب ذاب راب شاب صاب طاب"
ثمر,24,"امر تمر جمر حمر خمر دمر ذمر زمر سمر شمر"
جزم,24,"ازم حزم رزم عزم قزم لزم هزم جام جثم جذم"
جسر,24,"اسر بسر حسر خسر دسر عسر فسر قسر كسر يسر"
جوح,24,"بوح دوح روح زوح طوح فوح لوح نوح جاح جرح"
جيب,24,"ثيب خيب ريب سيب شيب طيب عيب غيب نيب هيب"
حات,24,"بات خات صات فات قات لات مات حتت حوت حاب"
حبس,24,"جبس دبس عبس قبس كبس لبس نبس يبس حدس حرس"
حدب,24,"ادب جدب ندب هدب حاب حبب حجب حرب حزب حسب"
حرص,24,"برص خرص قرص حصص حفص حمص حرا حرب حرث حرج"
حزم,24,"ازم جزم رزم عزم قزم لزم هزم حام حتم حجم"
حسب,24,"رسب كسب نسب حاب حبب حجب حدب حرب حزب حصب"
حشف,24,"خشف رشف قشف كشف نشف حاف حذف حرف حسف حصف"
حصب,24,"خصب عصب غصب قصب نصب وصب حاب حبب حجب حدب"
حصف,24,"خصف رصف عصف قصف نصف وصف حاف حذف حرف حسف"
حصل,24,"اصل خصل فصل قصل مصل نصل وصل حال حبل حجل"
حطا,24,"بطا خطا سطا عطا غطا قطا لطا مطا وطا حبا"
حفن,24,"جفن دفن سفن عفن كفن لفن حان حرن حزن حسن"
حقو,24,"زقو شقو فقو لقو نقو حبو حثو حجو حدو حذو"
حمس,24,"امس خمس دمس رمس شمس طمس غمس لمس نمس همس"
خبا,24,"ابا حبا ربا صبا طبا عبا قبا كبا نبا هبا"
خبط,24,"ابط ثبط حبط ربط سبط ضبط عبط غبط لبط نبط"
خبو,24,"ابو حبو ربو صبو طبو عبو غبو قبو كبو نبو"
خدل,24,"بدل جدل سدل عدل ندل هدل خال خبل ختل خجل"
خرز,24,"برز جرز حرز درز طرز غرز فرز كرز خبز خزز"
خزز,24,"بزز جزز حزز رزز عزز فزز قزز كزز لزز مزز"
خزف,24,"ازف جزف عزف نزف وزف خاف خرف خسف خشف خصف"
خصص,24,"جصص حصص رصص شصص عصص غصص فصص قصص لصص مصص"
خلج,24,"الج بلج ثلج حلج دلج زلج علج فلج ولج خرج"
خلد,24,"الد بلد تلد جلد صلد قلد ملد ولد خدد خرد"
دجا,24,"حجا رجا زجا سجا شجا فجا لجا نجا هجا دحا"
دجل,24,"اجل بجل حجل خجل رجل زجل سجل عجل نجل وجل"
دجم,24,"اجم حجم رجم سجم عجم لجم نجم هجم وجم دام"
دعب,24,"تعب جعب رعب شعب صعب كعب لعب نعب وعب داب"
دعم,24,"زعم طعم فعم نعم دام دجم درم دسم دغم دمم"
دعي,24,"رعي سعي قعي نعي وعي دجي دري دلي دمي دني"
دلج,24,"الج بلج ثلج حلج خلج زلج علج فلج ولج دبج"
دنا,24,"حنا خنا رنا سنا شنا ضنا عنا قنا هنا دجا"
رتل,24,"بتل ختل عتل فتل قتل كتل ربل رجل رحل رذل"
رشق,24,"عشق مشق نشق وشق راق ربق رتق رزق رفق رقق"
رصو,24,"عصو قصو نصو ربو رتو رثو رجو رحو رخو رسو"
رضي,24,"غضي فضي قضي مضي نضي راي ربي رثي رجي رخي"
رعع,24,"دعع شعع معع راع ربع رتع رجع ردع رصع رضع"
رعى,24,"سعى نعى وعى راى ربى رثى رجى رخى ردى رضى"
رمح,24,"جمح سمح ضمح طمح قمح لمح راح ربح رجح ردح"
رهق,24,"دهق زهق شهق نهق راق ربق رتق رزق رشق رفق"
روث,24,"غوث لوث راث ربث رثث رفث ريث روب روج روح"
ريق,24,"حيق زيق ضيق عيق قيق ليق هيق راق ربق رتق"
زاح,24,"باح جاح داح راح ساح شاح صاح طاح فاح قاح"
زجج,24,"اجج ثجج حجج دجج رجج سجج شجج ضجج عجج فجج"
زخر,24,"اخر بخر دخر ذخر سخر شخر صخر فخر مخر نخر"
زلق,24,"الق حلق خلق دلق ذلق سلق طلق علق غلق فلق"
زوج,24,"توج حوج روج ضوج عوج فوج لوج موج هوج زاج"
زيق,24,"حيق ريق ضيق عيق قيق ليق هيق زرق زعق زقق"
ستر,24,"بتر ختر فتر قتر متر نتر هتر وتر سار سبر"
سجى,24,"رجى زجى نجى هجى سبى سحى سدى سرى سعى سقى"
سحن,24,"شحن صحن طحن لحن محن وحن سجن سخن سدن سفن"
سحي,24,"ضحي لحي محي نحي وحي سبي سخي سدي سري سعي"
سدل,24,"بدل جدل خدل عدل ندل هدل سال سبل سجل سحل"
شجا,24,"حجا دجا رجا زجا سجا فجا لجا نجا هجا شتا"
شجع,24,"رجع سجع ضجع فجع نجع هجع وجع شاع شبع شرع"
شدا,24,"بدا حدا ردا صدا عدا غدا كدا ندا هدا ودا"
شرخ,24,"ارخ برخ صرخ فرخ شاخ شخخ شدخ شلخ شمخ شيخ"
شغر,24,"ثغر دغر صغر فغر نغر وغر شار شبر شجر شخر"
شفي,24,"حفي خفي زفي ضفي عفي غفي كفي لفي نفي وفي"
شنب,24,"انب جنب ذنب طنب عنب شاب شبب شجب شحب شخب"
صبح,24,"دبح ذبح ربح سبح شبح ضبح قبح كبح نبح صاح"
صبو,24,"ابو حبو خبو ربو طبو عبو غبو قبو كبو نبو"
صحح,24,"احح بحح دحح ذحح سحح شحح فحح قحح كحح لحح"
صدا,24,"بدا حدا ردا شدا عدا غدا كدا ندا هدا ودا"
صدف,24,"جدف ردف غدف ندف هدف ودف صاف صحف صرف صفف"
صدم,24,"حدم خدم ردم عدم فدم قدم كدم ندم هدم صام"
صفو,24,"جفو حفو دفو رفو شفو ضفو طفو عفو غفو قفو"
صمع,24,"جمع دمع زمع سمع شمع طمع قمع لمع همع صاع"
صيد,24,"ايد بيد جيد حيد ذيد زيد شيد عيد قيد كيد"
صيع,24,"بيع ذيع ريع سيع شيع ضيع طيع قيع ميع نيع"
صيف,24,"جيف حيف زيف سيف ضيف طيف عيف قيف كيف ليف"
ضاع,24,"باع جاع ذاع راع ساع شاع صاع طاع قاع لاع"
ضرس,24,"ارس جرس حرس خرس درس سرس شرس طرس عرس غرس"
طبو,24,"ابو حبو خبو ربو صبو عبو غبو قبو كبو نبو"
طرش,24,"برش جرش حرش خرش درش عرش فرش قرش كرش هرش"
طفا,24,"جفا دفا رفا شفا صفا ضفا عفا غفا قفا كفا"
طفق,24,"افق خفق دفق رفق شفق صفق عفق غفق لفق نفق"
طلم,24,"الم ثلم حلم زلم سلم ظلم علم قلم كلم ملم"
طوح,24,"بوح جوح دوح روح زوح فوح لوح نوح طاح طرح"
طود,24,"اود جود حود دود ذود رود زود سود عود قود"
ظرر,24,"ارر برر جرر حرر خرر درر ذرر زرر سرر شرر"
ظلل,24,"بلل تلل جلل حلل خلل دلل ذلل زلل سلل شلل"
عتو,24,"رتو شتو فتو قتو نتو عبو عثو عدو عرو عزو"
عدن,24,"بدن خدن سدن شدن فدن لدن مدن هدن ودن عان"
عذل,24,"اذل بذل جذل خذل رذل نذل عال عتل عجل عدل"
عزب,24,"حزب لزب عاب عبب عتب عجب عذب عرب عشب عصب"
عزو,24,"خزو غزو نزو عبو عتو عثو عدو عرو عشو عصو"
عسف,24,"اسف حسف خسف رسف كسف نسف عاف عجف عرف عزف"
عسى,24,"اسى حسى دسى قسى مسى نسى وسى عبى عدى عرى"
عشى,24,"حشى خشى غشى مشى وشى عبى عدى عرى عزى عسى"
عصص,24,"جصص حصص خصص رصص شصص غصص فصص قصص لصص مصص"
عصو,24,"رصو قصو نصو عبو عتو عثو عدو عرو عزو عشو"
عطي,24,"خطي مطي عبي عدي عري عزي عسي عشي عصي عفي"
عقم,24,"رقم زقم سقم فقم لقم نقم عام عتم عجم عدم"
غزر,24,"ازر جزر حزر خزر شزر عزر فزر نزر هزر وزر"
غشي,24,"حشي خشي رشي عشي فشي مشي نشي وشي غبي غثي"
فاش,24,"باش جاش حاش راش طاش عاش غاش ناش هاش فتش"
فتح,24,"متح نتح فاح فحح فدح فرح فسح فصح فضح فطح"
فحل,24,"احل رحل سحل شحل ضحل طحل قحل كحل محل نحل"
فخر,24,"اخر بخر دخر ذخر زخر سخر شخر صخر مخر نخر"
فسل,24,"بسل رسل عسل غسل كسل مسل نسل وسل فال فتل"
فنن,24,"انن جنن حنن خنن دنن رنن زنن سنن شنن صنن"
فيح,24,"تيح زيح سيح شيح صيح طيح قيح ميح نيح فاح"
قحف,24,"تحف جحف زحف صحف لحف نحف وحف قاف قذف قرف"
قصا,24,"رصا عصا نصا قبا قتا قثا قحا قرا قسا قطا"
قصي,24,"حصي خصي عصي فصي وصي قدي قذي قري قسي قضي"
قطف,24,"خطف شطف عطف غطف لطف نطف قاف قحف قذف قرف"
قمن,24,"امن ثمن خمن دمن زمن سمن ضمن طمن كمن يمن"
قنع,24,"خنع شنع صنع منع ينع قاع قبع قذع قرع قشع"
قيس,24,"ايس سيس كيس ليس ميس قاس قبس قدس قرس قسس"
كبس,24,"جبس حبس دبس عبس قبس لبس نبس يبس كاس كدس"
كفى,24,"خفى دفى زفى شفى صفى طفى عفى قفى نفى وفى"
كمى,24,"حمى دمى ذمى رمى سمى ظمى عمى لمى نمى همى"
كمي,24,"حمي دمي ذمي رمي ظمي عمي غمي لمي نمي كدي"
كود,24,"اود جود حود دود ذود رود زود سود طود عود"
كيف,24,"جيف حيف زيف سيف صيف ضيف طيف عيف قيف ليف"
لاه,24,"تاه داه شاه فاه ماه ناه لوه ليه لات لاث"
لجج,24,"اجج ثجج حجج دجج رجج زجج سجج شجج ضجج عجج"
لجم,24,"اجم حجم دجم رجم سجم عجم نجم هجم وجم لام"
لجن,24,"اجن دجن رجن سجن شجن عجن مجن هجن وجن لان"
لحق,24,"احق دحق سحق محق لاق لبق لزق لصق لعق لفق"
لحى,24,"سحى ضحى محى نحى وحى لبى لطى لظى لقى لكى"
لطا,24,"بطا حطا خطا سطا عطا غطا قطا مطا وطا لجا"
لغم,24,"اغم بغم دغم رغم ضغم مغم نغم لام لثم لجم"
لقف,24,"ثقف زقف سقف عقف فقف نقف وقف لاف لحف لطف"
لكن,24,"اكن دكن ركن سكن مكن وكن لان لبن لجن لحن"
لمس,24,"امس حمس خمس دمس رمس شمس طمس غمس نمس همس"
لهى,24,"بهى دهى زهى سهى شهى مهى نهى وهى لبى لحى"
ليق,24,"حيق ريق زيق ضيق عيق قيق هيق لاق لبق لحق"
محق,24,"احق دحق سحق لحق ماق مدق مذق مرق مزق مشق"
مخر,24,"اخر بخر دخر ذخر زخر سخر شخر صخر فخر نخر"
مدن,24,"بدن خدن سدن شدن عدن فدن لدن هدن ودن متن"
مسو,24,"اسو حسو دسو رسو غسو فسو قسو كسو محو مرو"
مسي,24,"اسي حسي عسي قسي كسي نسي وسي محي مدي مري"
مصل,24,"اصل حصل خصل فصل قصل نصل وصل مال مثل محل"
معق,24,"دعق زعق صعق لعق نعق وعق ماق محق مدق مذق"
مكن,24,"اكن دكن ركن سكن لكن وكن متن مجن محن مدن"
منى,24,"انى بنى ثنى جنى حنى دنى رنى زنى عنى غنى"
مهن,24,"دهن ذهن رهن كهن وهن متن مجن محن مدن مرن"
مهي,24,"بهي دهي زهي شهي ضهي لهي نهي وهي محي مدي"
ميع,24,"بيع ذيع ريع سيع شيع صيع ضيع طيع قيع نيع"
ناء,24,"باء جاء ساء شاء ضاء فاء قاء ماء هاء نشء"
نبذ,24,"جبذ حبذ ذبذ ربذ نفذ نقذ نبا نبب نبت نبث"
نتح,24,"فتح متح ناح نبح نجح نحح نزح نسح نصح نضح"
نثا,24,"حثا رثا عثا غثا قثا نبا نتا نجا نحا ندا"
نجز,24,"حجز رجز عجز وجز نبز نخز نزز نشز نغز نقز"
نحط,24,"شحط قحط ناط نبط نخط نشط نطط نفط نقط نمط"
نزع,24,"جزع فزع هزع وزع ناع نبع نجع نخع نصع نطع"
نصص,24,"جصص حصص خصص رصص شصص عصص غصص فصص قصص لصص"
نطح,24,"بطح سطح فطح ناح نبح نتح نجح نحح نزح نسح"
نطس,24,"عطس غطس فطس لطس ناس نبس نجس نحس نخس نسس"
هاط,24,"حاط خاط ساط شاط غاط لاط ماط ناط هبط هرط"
هتم,24,"اتم حتم ختم شتم عتم قتم كتم يتم هام هجم"
هدن,24,"بدن خدن سدن شدن عدن فدن لدن مدن ودن هان"
هزل,24,"ازل بزل جزل خزل عزل غزل نزل هال هبل هدل"
وحن,24,"سحن شحن صحن طحن لحن محن وتن وثن وجن ودن"
ودق,24,"حدق شدق صدق غدق مدق وبق وثق ورق وسق وشق"
وذي,24,"اذي حذي غذي قذي هذي واي وحي وخي ودي وري"
ورط,24,"خرط سرط شرط ضرط فرط قرط هرط وخط وسط وطط"
وشم,24,"بشم جشم حشم خشم رشم غشم نشم هشم وام وجم"
وصل,24,"اصل حصل خصل فصل قصل مصل نصل وال وبل وثل"
وضب,24,"خضب رضب غضب قضب نضب هضب واب وثب وجب ورب"
وعق,24,"دعق زعق صعق لعق معق نعق وبق وثق ودق ورق"
وكف,24,"سكف عكف نكف وثف وجف وحف وخف ودف ورف وزف"
وهف,24,"رهف كهف لهف وثف وجف وحف وخف ودف ورف وزف"
بهى,24,"دهى زهى سهى شهى لهى مهى نهى وهى بذى برى"
قسي,24,"اسي حسي عسي كسي مسي نسي وسي قدي قذي قري"
مضل,24,"اضل عضل فضل نضل هضل مال مثل محل مخل مسل"
ملن,24,"علن متن مجن محن مدن مرن مسن معن مكن منن"
اسد,23,"جسد حسد فسد كسد مسد وسد ابد احد اشد اصد"
اسس,23,"جسس حسس خسس دسس رسس عسس قسس مسس نسس هسس"
اسى,23,"حسى دسى عسى قسى مسى نسى وسى ابى اتى اخى"
اهم,23,"بهم جهم دهم رهم سهم شهم فهم لهم مهم نهم"
بات,23,"حات خات صات فات قات لات مات بتت بغت بهت"
باض,23,"حاض خاض راض عاض غاض فاض قاض ناض هاض بضض"
بجل,23,"اجل حجل خجل دجل رجل زجل سجل عجل نجل وجل"
برز,23,"جرز حرز خرز درز طرز غرز فرز كرز بزز برا"
بسل,23,"رسل عسل غسل فسل كسل مسل نسل وسل بال بتل"
بلد,23,"الد تلد جلد خلد صلد قلد ملد ولد باد بدد"
بنى,23,"انى ثنى جنى حنى دنى رنى زنى عنى غنى قنى"
بوس,23,"اوس جوس دوس روس سوس شوس طوس قوس موس نوس"
بون,23,"اون خون دون رون صون عون كون لون مون نون"
ترع,23,"برع جرع خرع درع ذرع زرع سرع شرع صرع ضرع"
تلي,23,"الي بلي جلي حلي خلي دلي صلي طلي علي غلي"
ثوى,23,"اوى حوى خوى دوى ذوى روى زوى سوى شوى صوى"
جمع,23,"دمع زمع سمع شمع صمع طمع قمع لمع همع جاع"
جوز,23,"حوز روز عوز فوز لوز هوز جاز جرز جزز جمز"
جوش,23,"حوش دوش روش شوش نوش هوش جاش جرش جشش جهش"
حجب,23,"رجب شجب عجب لجب نجب وجب حاب حبب حدب حرب"
حذا,23,"بذا شذا غذا وذا حبا حثا حجا حدا حرا حسا"
حزز,23,"بزز جزز خزز رزز عزز فزز قزز كزز لزز مزز"
حشى,23,"خشى عشى غشى مشى وشى حذى حرى حسى حصى حكى"
حصد,23,"اصد رصد عصد فصد قصد وصد حاد حدد حرد حسد"
حصص,23,"جصص خصص رصص شصص عصص غصص فصص قصص لصص مصص"
حضر,23,"خضر غضر مضر نضر حار حبر حجر حدر حذر حرر"
حقا,23,"زقا فقا لقا نقا حبا حثا حجا حدا حذا حرا"
حقب,23,"ثقب رقب عقب لقب نقب وقب حاب حبب حجب حدب"
حكم,23,"اكم بكم ركم زكم شكم لكم هكم حام حتم حجم"
حكي,23,"بكي ذكي زكي لكي نكي حبي حدي حذي حري حسي"
خدم,23,"حدم ردم صدم عدم فدم قدم كدم ندم هدم ختم"
خشش,23,"بشش جشش حشش دشش رشش عشش غشش فشش قشش كشش"
خشم,23,"بشم جشم حشم رشم غشم نشم هشم وشم ختم خدم"
خصف,23,"حصف رصف عصف قصف نصف وصف خاف خرف خزف خسف"
خطا,23,"بطا حطا سطا عطا غطا قطا لطا مطا وطا خبا"
خفي,23,"حفي زفي شفي ضفي عفي غفي كفي لفي نفي وفي"
خلط,23,"بلط جلط سلط غلط ملط خاط خبط خرط خطط خيط"
خمد,23,"امد جمد حمد رمد سمد صمد ضمد عمد غمد كمد"
خنا,23,"حنا دنا رنا سنا شنا ضنا عنا قنا هنا خبا"
خيب,23,"ثيب جيب ريب سيب شيب طيب عيب غيب نيب هيب"
دحا,23,"رحا سحا صحا ضحا قحا لحا محا نحا دجا درا"
دسا,23,"حسا خسا رسا غسا فسا قسا كسا نسا دجا دحا"
دعد,23,"اعد بعد جعد رعد سعد صعد قعد معد وعد داد"
دغر,23,"ثغر شغر صغر فغر نغر وغر دار دبر دثر دجر"
دفن,23,"جفن حفن سفن عفن كفن لفن دان دجن دخن درن"
دفى,23,"خفى زفى شفى صفى طفى عفى قفى كفى نفى وفى"
دلك,23,"حلك سلك علك فلك ملك هلك داك درك دعك دكك"
دنس,23,"انس جنس خنس عنس كنس داس دبس دحس دخس درس"
دوح,23,"بوح جوح روح زوح طوح فوح لوح نوح داح دبح"
دوش,23,"جوش حوش روش شوش نوش هوش دبش درش دشش دغش"
ذفف,23,"افف تفف جفف حفف خفف دفف رفف زفف سفف شفف"
ربت,23,"ثبت سبت كبت نبت رتت رفت ربا ربب ربث ربح"
ربك,23,"حبك سبك شبك لبك نبك ركك ربا ربب ربت ربث"
رتب,23,"عتب كتب راب ربب رجب رحب رسب رضب رطب رعب"
رجح,23,"بجح نجح راح ربح ردح رزح رشح رمح رنح روح"
رجز,23,"حجز عجز نجز وجز راز ربز رزز ركز رمز روز"
رخف,23,"اخف سخف وخف راف رجف ردف رسف رشف رصف رضف"
رزز,23,"بزز جزز حزز خزز عزز فزز قزز كزز لزز مزز"
رشد,23,"اشد حشد نشد راد ربد ردد رصد رعد رغد رفد"
رصد,23,"اصد حصد عصد فصد قصد وصد راد ربد ردد رشد"
رضض,23,"اضض بضض حضض عضض غضض فضض قضض مضض نضض راض"
رضع,23,"بضع خضع وضع راع ربع رتع رجع ردع رصع رعع"
رضف,23,"غضف وضف راف رجف رخف ردف رسف رشف رصف رعف"
رضى,23,"قضى مضى نضى راى ربى رثى رجى رخى ردى رعى"
رغن,23,"اغن ضغن ران رجن رزن رسن رشن رصن رطن رعن"
ركس,23,"شكس عكس مكس نكس وكس راس رجس رسس رفس رمس"
زلم,23,"الم ثلم حلم سلم طلم ظلم علم قلم كلم ملم"
زيا,23,"جيا حيا شيا عيا فيا قيا نيا هيا زجا زقا"
سجد,23,"مجد نجد هجد وجد ساد سدد سرد سعد سفد سمد"
سدن,23,"بدن خدن شدن عدن فدن لدن مدن هدن ودن سجن"
سعد,23,"اعد بعد جعد دعد رعد صعد قعد معد وعد ساد"
سفح,23,"صفح طفح كفح لفح نفح ساح سبح سحح سرح سطح"
سلك,23,"حلك دلك علك فلك ملك هلك سبك سفك سكك سمك"
سنو,23,"حنو خنو دنو رنو ضنو عنو قنو هنو سجو سحو"
شبح,23,"دبح ذبح ربح سبح صبح ضبح قبح كبح نبح شاح"
شجج,23,"اجج ثجج حجج دجج رجج زجج سجج ضجج عجج فجج"
شفى,23,"خفى دفى زفى صفى طفى عفى قفى كفى نفى وفى"
شنا,23,"حنا خنا دنا رنا سنا ضنا عنا قنا هنا شتا"
شهي,23,"بهي دهي زهي ضهي لهي مهي نهي وهي شجي شري"
شيح,23,"تيح زيح سيح صيح طيح فيح قيح ميح نيح شاح"
صبا,23,"ابا حبا خبا ربا طبا عبا قبا كبا نبا هبا"
صحر,23,"بحر دحر زحر سحر نحر وحر صار صبر صخر صدر"
صخر,23,"اخر بخر دخر ذخر زخر سخر شخر فخر مخر نخر"
صدى,23,"ادى ردى سدى عدى غدى فدى ندى هدى ودى يدى"
صفا,23,"جفا دفا رفا شفا ضفا طفا عفا غفا قفا كفا"
صلح,23,"الح سلح شلح طلح فلح كلح ملح صاح صبح صحح"
طبا,23,"ابا حبا خبا ربا صبا عبا قبا كبا نبا هبا"
طلح,23,"الح سلح شلح صلح فلح كلح ملح طاح طرح طفح"
طلس,23,"جلس حلس خلس دلس سلس غلس فلس كلس ملس طاس"
طمن,23,"امن ثمن خمن دمن زمن سمن ضمن قمن كمن يمن"
طيف,23,"جيف حيف زيف سيف صيف ضيف عيف قيف كيف ليف"
عجف,23,"رجف نجف وجف عاف عرف عزف عسف عصف عطف عفف"
عجن,23,"اجن دجن رجن سجن شجن لجن مجن هجن وجن عان"
عشب,23,"خشب قشب نشب عاب عبب عتب عجب عذب عرب عزب"
عشق,23,"رشق مشق نشق وشق عاق عبق عتق عذق عرق عفق"
عقد,23,"حقد رقد فقد نقد وقد عاد عبد عتد عدد عصد"
عنس,23,"انس جنس خنس دنس كنس عبس عدس عرس عسس عطس"
عوز,23,"جوز حوز روز فوز لوز هوز عجز عزز عكز عنز"
غضي,23,"رضي فضي قضي مضي نضي غبي غثي غدي غذي غري"
فاض,23,"باض حاض خاض راض عاض غاض قاض ناض هاض فرض"
فاي,23,"ثاي راي لاي ناي واي فتي فدي فري فشي فصي"
فتا,23,"رتا شتا عتا قتا نتا فجا فسا فشا فضا فقا"
فدم,23,"حدم خدم ردم صدم عدم قدم كدم ندم هدم فحم"
فرث,23,"حرث كرث ورث فثث فرت فرج فرح فرخ فرد فرر"
فزر,23,"ازر جزر حزر خزر شزر عزر غزر نزر هزر وزر"
فقم,23,"رقم زقم سقم عقم لقم نقم فحم فخم فدم فرم"
فكر,23,"اكر بكر حكر ذكر سكر شكر عكر مكر نكر وكر"
قاء,23,"باء جاء ساء شاء ضاء فاء ماء ناء هاء قات"
قات,23,"بات حات خات صات فات لات مات قتت قنت قوت"
قبن,23,"جبن زبن صبن ضبن غبن لبن قان قتن قرن قطن"
قسى,23,"اسى حسى دسى عسى مسى نسى وسى قبى قذى قرى"
قصب,23,"حصب خصب عصب غصب نصب وصب قبب قحب قرب قشب"
قصد,23,"اصد حصد رصد عصد فصد وصد قاد قدد قرد قعد"
قصع,23,"رصع نصع قاع قبع قذع قرع قشع قطع قلع قمع"
قصو,23,"رصو عصو نصو قبو قتو قثو قحو قرو قسو قطو"
قيق,23,"حيق ريق زيق ضيق عيق ليق هيق قاق قرق قلق"
كدا,23,"بدا حدا ردا شدا صدا عدا غدا ندا هدا ودا"
كدم,23,"حدم خدم ردم صدم عدم فدم قدم ندم هدم كتم"
كسف,23,"اسف حسف خسف رسف عسف نسف كاف كتف كثف كشف"
كلس,23,"جلس حلس خلس دلس سلس طلس غلس فلس ملس كاس"
كمن,23,"امن ثمن خمن دمن زمن سمن ضمن طمن قمن يمن"
كنف,23,"انف حنف خنف دنف شنف صنف طنف عنف كاف كتف"
لاغ,23,"راغ زاغ ساغ صاغ لثغ لدغ ليغ لات لاث لاج"
لدد,23,"بدد جدد حدد خدد ردد سدد شدد صدد ضدد عدد"
لطم,23,"حطم خطم رطم فطم قطم لام لثم لجم لحم لزم"
لفع,23,"دفع رفع سفع شفع صفع نفع يفع لاع لذع لسع"
لقى,23,"بقى رقى سقى نقى وقى لبى لحى لطى لظى لكى"
لوت,23,"حوت صوت فوت قوت موت لات لتت لفت ليت لوث"
لوه,23,"اوه توه دوه شوه فوه موه نوه لاه ليه لوت"
ليل,23,"حيل خيل ذيل زيل سيل شيل عيل غيل فيل قيل"
ماج,23,"حاج راج زاج شاج عاج لاج هاج مجج مرج مزج"
متر,23,"بتر ختر ستر فتر قتر نتر هتر وتر مار مخر"
متن,23,"ختن فتن قتن نتن هتن وتن يتن مجن محن مدن"
محي,23,"سحي ضحي لحي نحي وحي مدي مري مسي مشي مضي"
مرض,23,"ارض حرض عرض غرض فرض قرض محض مخض مضض معض"
مسد,23,"اسد جسد حسد فسد كسد وسد ماد مجد مدد مرد"
ملط,23,"بلط جلط خلط سلط غلط ماط مخط مشط مطط مغط"
موج,23,"توج حوج روج زوج ضوج عوج فوج لوج هوج ماج"
نبغ,23,"دبغ سبغ صبغ نزغ نسغ نبا نبب نبت نبث نبج"
نثو,23,"جثو حثو رثو عثو غثو قثو نبو نتو نجو نحو"
نجد,23,"سجد مجد هجد وجد ندد نشد نضد نفد نقد نكد"
نخس,23,"بخس دخس ناس نبس نجس نحس نسس نطس نعس نفس"
نشد,23,"اشد حشد رشد نجد ندد نضد نفد نقد نكد نهد"
نعش,23,"رعش ناش نبش نتش نشش نفش نقش نكش نمش نهش"
نمط,23,"سمط غمط قمط ناط نبط نحط نخط نشط نطط نفط"
نهج,23,"بهج لهج وهج نبج نتج نسج نشج نضج نعج نهب"
نهز,23,"جهز نبز نجز نخز نزز نشز نغز نقز نكز نهب"
هاء,23,"باء جاء ساء شاء ضاء فاء قاء ماء ناء هاب"
هاض,23,"باض حاض خاض راض عاض غاض فاض قاض ناض هيض"
هبو,23,"ابو حبو خبو ربو صبو طبو عبو غبو قبو كبو"
هتر,23,"بتر ختر ستر فتر قتر متر نتر وتر هار هبر"
هجن,23,"اجن دجن رجن سجن شجن عجن لجن مجن وجن هان"
هرط,23,"خرط سرط شرط ضرط فرط قرط ورط هاط هبط هيط"
هزا,23,"جزا خزا رزا عزا غزا نزا هبا هجا هدا هرا"
هزز,23,"بزز جزز حزز خزز رزز عزز فزز قزز كزز لزز"
هفا,23,"جفا دفا رفا شفا صفا ضفا طفا عفا غفا قفا"
وبو,23,"ابو حبو خبو ربو صبو طبو عبو غبو قبو كبو"
وتر,23,"بتر ختر ستر فتر قتر متر نتر هتر وار وبر"
وخى,23,"اخى رخى واى وبى وحى ودى وذى ورى وسى وشى"
ودع,23,"بدع جدع خدع ردع صدع فدع وجع ورع وزع وسع"
وزف,23,"ازف جزف خزف عزف نزف وثف وجف وحف وخف ودف"
وزي,23,"جزي خزي عزي واي وحي وخي ودي وذي وري وسي"
وسق,23,"بسق دسق غسق فسق نسق وبق وثق ودق ورق وشق"
وسن,23,"اسن حسن رسن لسن مسن وتن وثن وجن وحن ودن"
وكل,23,"اكل ثكل ركل شكل نكل وال وبل وثل وجل وحل"
وكن,23,"اكن دكن ركن سكن لكن مكن وتن وثن وجن وحن"
ولج,23,"الج بلج ثلج حلج خلج دلج زلج علج فلج وجج"
باش,23,"جاش حاش راش طاش عاش غاش فاش ناش هاش برش"
شاذ,23,"عاذ لاذ شحذ شذذ شعذ شاب شاج شاح شاخ شاد"
اجم,22,"حجم دجم رجم سجم عجم لجم نجم هجم وجم اتم"
اجن,22,"دجن رجن سجن شجن عجن لجن مجن هجن وجن اذن"
ادى,22,"ردى سدى صدى عدى غدى فدى ندى هدى ودى يدى"
ارج,22,"برج جرج حرج خرج درج سرج ضرج عرج فرج مرج"
اضل,22,"عضل فضل مضل نضل هضل ابل اجل احل اخل اذل"
اعد,22,"بعد جعد دعد رعد سعد صعد قعد معد وعد ابد"
اغل,22,"دغل شغل نغل وغل ابل اجل احل اخل اذل ازل"
الح,22,"سلح شلح صلح طلح فلح كلح ملح احح اصح الا"
